,Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
3370,44336D616B68484C7356536D44565963557A6A5438413D3D,4730656B70777A444C54364A387766424458487273413D3D,Творческий проект,2,2015/2016,зачтено,20.03.01 Техносферная безопасность,Очная,Бакалавр,Отчисленный
3438,4B5763344F5A4D4F6D7441676B30753569624B4944773D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3439,68584B796A6F4E5141346D6B706549424D63372B6C513D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3440,577A524F6E5A624A41376B79524469325651484259773D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3441,467043767A64706D47626957583069634968356D4F773D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3442,58467149505248353657367A4A534E62676D62446C773D3D,77764E4F32565037727A4C6355737A4B6976784469513D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3443,6553647A59334D62364D4E2F61716E636A6A4F6747673D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3444,32516852567871303845596A585A46583739666D2B413D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3445,6174426D7877796355416439784746504C4E625269413D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3446,50754B44687242644B2B572F6D616348704E38584C413D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3447,793774386F33336338484B4A324771473654377259513D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3448,68366745315135515069614A566A47356A432F6671773D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3449,564C423252397A533230332F69597249684C656E2F513D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3450,776F337356444C484E6B703539427572686B467568673D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3451,4B43523978645336585A2B52512F50613634445A64673D3D,572F632F4372555063533968694134535650473349773D3D,Творческий проект,4,2016/2017,зачтено,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
3468,3354356561775A4A41456F6B51633251684839544A773D3D,55704E6435594D6E57534D634A536B7431734F3451513D3D,Творческий проект,4,2015/2016,зачтено,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
3572,54553268583742492B536676436C76696A47617657673D3D,4275757651775A574B43505466614D4848367A4A30413D3D,Творческий проект,2,2012/2013,зачтено,13.03.02 Электроэнергетика и электротехника,Очная,Бакалавр,Отчисленный
3828,3246676C56492F79444F73314A33672B3967685832773D3D,4E6C535448777A5A4C6367644B477671516F5A6E70773D3D,Творческий проект,2,2012/2013,зачтено,18.03.01 Химическая технология,Заочная,Бакалавр,Отчисленный
3909,66396254617552485A636E32743868737534657472773D3D,6B727146526B2B76304271327143322F364E623043773D3D,Творческий проект,3,2014/2015,зачтено,15.03.04 Автоматизация технологических процессов и производств,Очная,Бакалавр,Отчисленный
3957,4A676464665747635831357042314B62774F706C39773D3D,686532414D776D492F562F4A7A55533237384E3535673D3D,Творческий проект,2,2012/2013,зачтено,13.03.01 Теплоэнергетика и теплотехника,Заочная,Бакалавр,Отчисленный
3970,5A7344612F65712B4742794279354C347334754330673D3D,5531526B2B58656B57725971386C6547424E503538673D3D,Творческий проект,2,2012/2013,зачтено,15.03.06 Мехатроника и робототехника,Очная,Бакалавр,Отчисленный
4038,584531774F6C776E2B646A7836346F714342624E73773D3D,356B6F712F2F35546E623052664F464A6D68694474673D3D,Творческий проект,2,2012/2013,зачтено,15.03.04 Автоматизация технологических процессов и производств,Заочная,Бакалавр,Отчисленный
4045,3364706771477A484F36614959506176457A777566413D3D,305655636F36424D4A646C336D6F46457139634C46413D3D,Творческий проект,2,2012/2013,зачтено,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4046,474C4441552B4F2B427A6A6876706E42304C47554D773D3D,42706B45756251354A694E6A737452454275456E62413D3D,Творческий проект,2,2012/2013,зачтено,20.03.01 Техносферная безопасность,Заочная,Бакалавр,Отчисленный
4056,484F5461696F674B494E35523474545A764D694768513D3D,50694D4A38517A4A687564683052597976696E7A72513D3D,Творческий проект,2,2015/2016,зачтено,21.05.02 Прикладная геология,Очная,Специалист,Отчисленный
4067,314F436879714C3130796F53655A756451676B6B6E673D3D,305655636F36424D4A646C336D6F46457139634C46413D3D,Творческий проект,2,2012/2013,зачтено,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4068,474E332F4B705675564759427650683456686E6D55773D3D,38306D4F566F344C74465556643531723148346739413D3D,Творческий проект,2,2012/2013,зачтено,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4069,314767524B46674742576F735A76664D6E6D565156673D3D,56377066462B31686D4C564F544D39315847644A76673D3D,Творческий проект,2,2012/2013,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
4070,35454279355A567A505749765847384B626F646371773D3D,4271754E6E66593767324570435A4A484D42774469773D3D,Творческий проект,2,2012/2013,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
4169,7455344F494667754D2B4E7445712F3933384D324F673D3D,74753964553444596A4F356B5A547851734A697952513D3D,Творческий проект,2,2012/2013,зачтено,09.03.01 Информатика и вычислительная техника,Заочная,Бакалавр,Отчисленный
4177,6270712B366C4E5A4F4D53576F6D477A7335774E65513D3D,68564C65416843694C6B5A4B6B754C5655464D3545413D3D,Творческий проект,2,2012/2013,зачтено,38.03.02 Менеджмент,Заочная,Бакалавр,Отчисленный
4178,50685A375A505047676B6F512F41437A464D646135413D3D,5378345538793646334874496F752B627363724170413D3D,Творческий проект,2,2012/2013,зачтено,15.03.01 Машиностроение,Заочная,Бакалавр,Отчисленный
4218,3851304E4C4F4B61482F2B476E317A567031527741413D3D,4F68324539314B556645666F66337A397843706A73413D3D,Творческий проект,2,2012/2013,зачтено,22.03.01 Материаловедение и технологии материалов,Очная,Бакалавр,Отчисленный
4273,2F75567258425031314E78697A55557335366B4778673D3D,4271754E6E66593767324570435A4A484D42774469773D3D,Творческий проект,3,2015/2016,зачтено,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
4274,314767524B46674742576F735A76664D6E6D565156673D3D,56377066462B31686D4C564F544D39315847644A76673D3D,Творческий проект,3,2015/2016,незачет,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
4275,314767524B46674742576F735A76664D6E6D565156673D3D,56377066462B31686D4C564F544D39315847644A76673D3D,Творческий проект,3,2015/2016,неудовлетворительно,15.03.01 Машиностроение,Очная,Бакалавр,Отчисленный
